,online_order,book_table,rate(?/5),votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
29367,No,No,3.5,8,Koramangala 6th Block,Quick Bites,"North Indian, Fast Food",250,Dine-out,Koramangala 7th Block
29368,No,No,3.4,6,Koramangala 5th Block,Quick Bites,"Arabian, Lebanese, Chinese",300,Dine-out,Koramangala 7th Block
29369,No,No,3.2,7,Koramangala 5th Block,Quick Bites,"Juices, Fast Food",100,Dine-out,Koramangala 7th Block
29370,No,No,3.8,14,Koramangala 6th Block,Quick Bites,"Chinese, Kerala, North Indian, South Indian",350,Dine-out,Koramangala 7th Block
29371,No,No,3.8,65,Koramangala 6th Block,Quick Bites,Continental,550,Dine-out,Koramangala 7th Block
29372,No,No,3.1,14,Koramangala 6th Block,Quick Bites,"Juices, Sandwich",200,Dine-out,Koramangala 7th Block
29373,No,No,3.2,4,Koramangala 5th Block,Quick Bites,"North Indian, South Indian, Chinese, Street Food",300,Dine-out,Koramangala 7th Block
29374,No,No,2.9,14,Koramangala 5th Block,Quick Bites,"Continental, Italian, Fast Food",400,Dine-out,Koramangala 7th Block
29375,No,No,3.7,21,Koramangala 5th Block,Quick Bites,"American, Fast Food",250,Dine-out,Koramangala 7th Block
29376,No,No,2.9,11,Koramangala 6th Block,Quick Bites,"North Indian, Kebab, Mughlai",400,Dine-out,Koramangala 7th Block
29377,No,No,4.0,126,Koramangala 6th Block,Quick Bites,"Sandwich, Pizza, Salad",300,Dine-out,Koramangala 7th Block
29378,No,No,3.6,12,Koramangala 4th Block,Quick Bites,"Continental, North Indian, South Indian",650,Dine-out,Koramangala 7th Block
29379,No,No,3.4,4,Koramangala 8th Block,Quick Bites,"South Indian, North Indian",300,Dine-out,Koramangala 7th Block
29380,No,No,3.3,8,Ejipura,Quick Bites,Biryani,100,Dine-out,Koramangala 7th Block
29381,No,No,3.6,21,Ejipura,Quick Bites,South Indian,200,Dine-out,Koramangala 7th Block
29382,No,No,3.6,10,Koramangala 5th Block,Quick Bites,"Street Food, Tea",200,Dine-out,Koramangala 7th Block
29383,No,No,3.0,18,Koramangala 5th Block,Quick Bites,"Fast Food, Rolls",300,Dine-out,Koramangala 7th Block
29384,No,No,3.1,21,Koramangala 5th Block,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out,Koramangala 7th Block
29385,No,No,3.5,12,Koramangala 5th Block,Quick Bites,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",200,Dine-out,Koramangala 7th Block
29386,No,No,3.5,15,Koramangala 5th Block,"Dessert Parlor, Quick Bites","Desserts, Fast Food",400,Dine-out,Koramangala 7th Block
29387,No,No,3.5,6,Koramangala 5th Block,Quick Bites,"Chinese, North Indian",250,Dine-out,Koramangala 7th Block
29388,No,No,3.5,7,Koramangala 6th Block,"Food Court, Quick Bites",Fast Food,300,Dine-out,Koramangala 7th Block
29389,No,No,3.3,7,Ejipura,Quick Bites,"Chinese, North Indian, Andhra, Seafood",250,Dine-out,Koramangala 7th Block
29390,No,No,3.3,9,Ejipura,Quick Bites,Biryani,200,Dine-out,Koramangala 7th Block
29391,No,No,3.2,4,Ejipura,Quick Bites,Chinese,150,Dine-out,Koramangala 7th Block
29392,Yes,No,4.1,205,Koramangala 5th Block,Quick Bites,Fast Food,250,Dine-out,Koramangala 7th Block
29393,Yes,No,3.8,434,Koramangala 5th Block,"Dessert Parlor, Quick Bites",Desserts,800,Dine-out,Koramangala 7th Block
29394,Yes,No,3.8,103,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, Biryani",400,Dine-out,Koramangala 7th Block
29395,No,No,2.8,26,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, South Indian",400,Dine-out,Koramangala 7th Block
29396,No,No,2.9,13,Koramangala 6th Block,Quick Bites,"Chinese, Momos",500,Dine-out,Koramangala 7th Block
29397,No,No,2.6,16,Koramangala 4th Block,Quick Bites,South Indian,250,Dine-out,Koramangala 7th Block
29398,No,No,3.8,21,Koramangala 5th Block,Quick Bites,"Fast Food, Beverages",100,Dine-out,Koramangala 7th Block
29399,Yes,No,3.8,63,Hosur Road,Quick Bites,"Fast Food, Rolls",350,Dine-out,Koramangala 7th Block
29400,Yes,No,3.7,34,Ejipura,Quick Bites,North Indian,200,Dine-out,Koramangala 7th Block
29401,No,No,3.0,9,Koramangala 5th Block,Quick Bites,"Juices, Fast Food",150,Dine-out,Koramangala 7th Block
29402,No,Yes,4.9,6490,BTM,Casual Dining,"European, Mediterranean, North Indian, BBQ",1600,Dine-out,Koramangala 7th Block
29403,No,Yes,4.4,307,BTM,Casual Dining,"Continental, North Indian, Asian, Italian",1300,Dine-out,Koramangala 7th Block
29404,Yes,Yes,4.6,1895,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian, Chinese, Continental, Mangalorean",1200,Dine-out,Koramangala 7th Block
29405,No,Yes,4.4,1178,BTM,"Casual Dining, Bar","North Indian, Mediterranean, European, BBQ",1100,Dine-out,Koramangala 7th Block
29406,Yes,Yes,4.5,823,BTM,Casual Dining,"Continental, Mexican, Chinese, North Indian",800,Dine-out,Koramangala 7th Block
29407,Yes,Yes,4.1,1856,Koramangala 1st Block,Cafe,"Cafe, American, Italian, Burger",600,Dine-out,Koramangala 7th Block
29408,No,Yes,4.3,1559,Koramangala 1st Block,Pub,"Finger Food, North Indian",1200,Dine-out,Koramangala 7th Block
29409,Yes,Yes,4.5,1883,BTM,Cafe,"Cafe, Continental, Burger",900,Dine-out,Koramangala 7th Block
29410,Yes,No,4.2,3007,Koramangala 1st Block,Cafe,"Cafe, Burger, Italian, Salad",1000,Dine-out,Koramangala 7th Block
29411,No,No,4.0,339,Jayanagar,Casual Dining,"North Indian, BBQ, Kebab, Rolls",550,Dine-out,Koramangala 7th Block
29412,Yes,Yes,4.2,1544,BTM,Casual Dining,"Kerala, Seafood, Chinese, Biryani, Juices",800,Dine-out,Koramangala 7th Block
29413,Yes,No,4.1,1298,BTM,Casual Dining,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",900,Dine-out,Koramangala 7th Block
29414,Yes,No,4.0,579,Koramangala 1st Block,Casual Dining,"Bengali, Seafood",600,Dine-out,Koramangala 7th Block
29415,Yes,No,3.8,178,Koramangala 1st Block,Casual Dining,"North Indian, Fast Food, Street Food",800,Dine-out,Koramangala 7th Block
29416,No,No,3.9,207,BTM,Casual Dining,"Biryani, Hyderabadi",600,Dine-out,Koramangala 7th Block
29417,Yes,No,3.9,468,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",700,Dine-out,Koramangala 7th Block
29418,Yes,No,3.9,227,BTM,Casual Dining,"Andhra, Chinese, North Indian, Biryani",500,Dine-out,Koramangala 7th Block
29419,No,No,4.4,320,BTM,Mess,"Kerala, South Indian, Biryani",300,Dine-out,Koramangala 7th Block
29420,Yes,Yes,4.1,2732,BTM,Casual Dining,"Biryani, North Indian, Mughlai",800,Dine-out,Koramangala 7th Block
29421,Yes,No,4.1,779,Koramangala 1st Block,Cafe,"Cafe, Continental",700,Dine-out,Koramangala 7th Block
29422,Yes,No,3.5,9,BTM,Quick Bites,"South Indian, Biryani",300,Dine-out,Koramangala 7th Block
29423,No,No,3.8,71,BTM,Quick Bites,"Kerala, South Indian, Biryani",300,Dine-out,Koramangala 7th Block
29424,Yes,No,3.7,42,BTM,Quick Bites,"Fast Food, North Indian",400,Dine-out,Koramangala 7th Block
29425,Yes,No,3.9,421,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",800,Dine-out,Koramangala 7th Block
29426,No,Yes,4.0,171,BTM,Bar,Finger Food,1100,Dine-out,Koramangala 7th Block
29427,No,No,3.8,53,BTM,Quick Bites,North Indian,300,Dine-out,Koramangala 7th Block
29428,Yes,No,4.0,457,Koramangala 1st Block,Casual Dining,North Indian,650,Dine-out,Koramangala 7th Block
29429,Yes,No,4.0,112,Koramangala 1st Block,Casual Dining,North Indian,500,Dine-out,Koramangala 7th Block
29430,Yes,No,3.9,99,BTM,Quick Bites,"Italian, American, Fast Food, Wraps, Rolls, Salad",1000,Dine-out,Koramangala 7th Block
29431,Yes,No,3.8,262,BTM,Casual Dining,"North Indian, Chinese",550,Dine-out,Koramangala 7th Block
29432,Yes,No,3.9,328,Bannerghatta Road,Casual Dining,"North Indian, Chinese",650,Dine-out,Koramangala 7th Block
29433,Yes,Yes,3.9,68,BTM,Casual Dining,"Bengali, North Indian",600,Dine-out,Koramangala 7th Block
29434,Yes,No,4.1,300,BTM,Casual Dining,"Biryani, Chinese, Mughlai, Fast Food, Kebab",700,Dine-out,Koramangala 7th Block
29435,Yes,No,3.8,94,Koramangala 1st Block,Casual Dining,"North Indian, Chinese, Mangalorean",600,Dine-out,Koramangala 7th Block
29436,Yes,No,3.7,26,BTM,Casual Dining,"North Indian, Chinese, Arabian",700,Dine-out,Koramangala 7th Block
29437,Yes,No,3.8,94,Koramangala 1st Block,Quick Bites,"Beverages, Fast Food",250,Dine-out,Koramangala 7th Block
29438,No,No,3.7,38,Jayanagar,Quick Bites,"North Indian, Chinese, South Indian",350,Dine-out,Koramangala 7th Block
29439,No,No,3.8,158,HSR,"Lounge, Bar","Continental, Italian",1300,Dine-out,Koramangala 7th Block
29440,Yes,No,4.3,221,Koramangala 1st Block,Quick Bites,"Lebanese, Middle Eastern",300,Dine-out,Koramangala 7th Block
29441,Yes,No,3.8,232,Jayanagar,Casual Dining,"Andhra, North Indian, Chinese",600,Dine-out,Koramangala 7th Block
29442,Yes,No,3.9,332,Koramangala 1st Block,Casual Dining,"Chinese, Thai",600,Dine-out,Koramangala 7th Block
29443,No,No,3.9,234,Langford Town,"Bar, Casual Dining","Italian, North Indian, Continental",1000,Dine-out,Koramangala 7th Block
29444,Yes,No,3.9,1190,BTM,Quick Bites,"North Indian, Chinese",500,Dine-out,Koramangala 7th Block
29445,Yes,Yes,3.9,74,BTM,Casual Dining,"North Indian, Chinese, South Indian",900,Dine-out,Koramangala 7th Block
29446,Yes,No,3.7,47,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",550,Dine-out,Koramangala 7th Block
29447,Yes,No,4.0,103,BTM,Casual Dining,"Chinese, Momos",600,Dine-out,Koramangala 7th Block
29448,Yes,No,3.8,273,BTM,Casual Dining,"North Indian, Continental, Chinese, Steak",900,Dine-out,Koramangala 7th Block
29449,No,No,3.4,5,BTM,Casual Dining,"Chinese, North Indian",1000,Dine-out,Koramangala 7th Block
29450,No,No,3.9,118,Jayanagar,Casual Dining,"North Indian, Biryani, Chinese",800,Dine-out,Koramangala 7th Block
29451,Yes,No,3.7,27,BTM,Quick Bites,"Chinese, North Indian",300,Dine-out,Koramangala 7th Block
29452,Yes,No,4.2,472,BTM,Quick Bites,"Kerala, South Indian, Chinese",400,Dine-out,Koramangala 7th Block
29453,No,No,4.0,141,BTM,Quick Bites,"Kerala, Chinese",200,Dine-out,Koramangala 7th Block
29454,Yes,No,3.8,73,BTM,Casual Dining,"North Indian, Arabian, Chinese",1000,Dine-out,Koramangala 7th Block
29455,Yes,No,3.8,24,BTM,Cafe,"Cafe, Lebanese",700,Dine-out,Koramangala 7th Block
29456,Yes,No,3.6,386,BTM,Quick Bites,"Biryani, Chettinad, Chinese",400,Dine-out,Koramangala 7th Block
29457,Yes,No,3.9,215,BTM,Casual Dining,"North Indian, Chinese, Fast Food, Rolls, Beverages",600,Dine-out,Koramangala 7th Block
29458,Yes,No,3.1,53,HSR,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750,Dine-out,Koramangala 7th Block
29459,Yes,No,3.7,72,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani",450,Dine-out,Koramangala 7th Block
29460,Yes,No,3.6,221,BTM,Casual Dining,"Biryani, North Indian, Chinese",600,Dine-out,Koramangala 7th Block
29461,No,No,3.6,39,BTM,Quick Bites,"North Indian, Chinese",400,Dine-out,Koramangala 7th Block
29462,Yes,No,3.4,8,HSR,Quick Bites,"North Indian, Fast Food",300,Dine-out,Koramangala 7th Block
29463,Yes,No,3.7,28,BTM,Cafe,"Cafe, Fast Food, Beverages",400,Dine-out,Koramangala 7th Block
29464,Yes,No,3.6,71,BTM,Quick Bites,"North Indian, Chinese, Kebab",350,Dine-out,Koramangala 7th Block
29465,No,No,3.7,107,Koramangala 1st Block,Casual Dining,"North Indian, Chinese, Biryani, Beverages",500,Dine-out,Koramangala 7th Block
29466,Yes,No,3.7,32,BTM,Beverage Shop,Tea,150,Dine-out,Koramangala 7th Block
29467,No,Yes,4.0,137,Wilson Garden,Bar,"Finger Food, North Indian, Chinese",1000,Dine-out,Koramangala 7th Block
29468,Yes,No,3.6,16,BTM,Quick Bites,"North Indian, Chinese",300,Dine-out,Koramangala 7th Block
29469,Yes,No,4.1,271,Koramangala 1st Block,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,Dine-out,Koramangala 7th Block
29470,Yes,No,3.4,10,BTM,Quick Bites,"Bakery, Fast Food, Beverages",600,Dine-out,Koramangala 7th Block
29471,No,No,3.0,30,Wilson Garden,Quick Bites,"North Indian, Arabian, Chinese",400,Dine-out,Koramangala 7th Block
29472,Yes,No,3.8,102,BTM,Casual Dining,"South Indian, North Indian, Chinese",350,Dine-out,Koramangala 7th Block
29473,Yes,No,3.3,14,BTM,"Takeaway, Delivery","Biryani, North Indian, Kebab",600,Dine-out,Koramangala 7th Block
29474,Yes,No,3.7,28,Wilson Garden,Quick Bites,"Mangalorean, Chinese, North Indian",350,Dine-out,Koramangala 7th Block
29475,Yes,No,3.7,48,Wilson Garden,Quick Bites,North Indian,350,Dine-out,Koramangala 7th Block
29476,Yes,No,3.6,11,BTM,Quick Bites,"Beverages, Desserts",200,Dine-out,Koramangala 7th Block
29477,No,No,3.7,22,BTM,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Ice Cream",300,Dine-out,Koramangala 7th Block
29478,Yes,No,3.6,45,BTM,Casual Dining,"North Indian, Chinese",500,Dine-out,Koramangala 7th Block
29479,Yes,No,3.9,67,Jayanagar,Quick Bites,Fast Food,200,Dine-out,Koramangala 7th Block
29480,Yes,No,4.0,115,BTM,Quick Bites,"Chinese, North Indian, South Indian",400,Dine-out,Koramangala 7th Block
29481,No,No,3.5,7,BTM,Sweet Shop,"Mithai, Fast Food",300,Dine-out,Koramangala 7th Block
29482,Yes,No,3.7,36,BTM,Quick Bites,"Kerala, South Indian",200,Dine-out,Koramangala 7th Block
29483,Yes,No,3.8,377,BTM,Quick Bites,"North Indian, Kerala",500,Dine-out,Koramangala 7th Block
29484,No,No,3.3,5,BTM,Quick Bites,"South Indian, Biryani, Fast Food",200,Dine-out,Koramangala 7th Block
29485,No,No,4.0,47,Richmond Road,Quick Bites,"Tibetan, Momos",250,Dine-out,Koramangala 7th Block
29486,No,No,3.8,106,BTM,Casual Dining,"Andhra, Chinese, North Indian",700,Dine-out,Koramangala 7th Block
29487,Yes,No,3.8,38,Koramangala 1st Block,Casual Dining,North Indian,500,Dine-out,Koramangala 7th Block
29488,Yes,No,3.8,75,Wilson Garden,Casual Dining,"Continental, Chinese, North Indian, South Indian",1000,Dine-out,Koramangala 7th Block
29489,Yes,No,3.6,10,BTM,Quick Bites,Sandwich,100,Dine-out,Koramangala 7th Block
29490,No,No,3.9,31,Wilson Garden,Quick Bites,South Indian,250,Dine-out,Koramangala 7th Block
29491,No,No,3.4,7,BTM,Quick Bites,"Biryani, Chinese, North Indian",300,Dine-out,Koramangala 7th Block
29492,No,No,3.8,69,Bannerghatta Road,"Cafe, Bakery","Cafe, Bakery, Arabian, Fast Food",700,Dine-out,Koramangala 7th Block
29493,Yes,No,3.6,42,BTM,Casual Dining,"North Indian, South Indian",350,Dine-out,Koramangala 7th Block
29494,Yes,No,4.0,76,Koramangala 1st Block,Quick Bites,"Salad, Healthy Food, Street Food",300,Dine-out,Koramangala 7th Block
29495,Yes,No,3.2,64,BTM,Quick Bites,"North Indian, Chinese, Rolls",250,Dine-out,Koramangala 7th Block
29496,Yes,No,3.3,9,Richmond Road,Quick Bites,"Biryani, South Indian",300,Dine-out,Koramangala 7th Block
29497,Yes,No,3.8,885,BTM,Quick Bites,"North Indian, Kebab, Fast Food",500,Dine-out,Koramangala 7th Block
29498,Yes,No,4.1,134,BTM,Quick Bites,North Indian,150,Dine-out,Koramangala 7th Block
29499,Yes,No,3.5,12,BTM,Quick Bites,North Indian,300,Dine-out,Koramangala 7th Block
29500,Yes,No,3.7,34,Wilson Garden,Mess,"Andhra, Chinese",300,Dine-out,Koramangala 7th Block
29501,Yes,No,3.5,743,BTM,Casual Dining,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",600,Dine-out,Koramangala 7th Block
29502,Yes,No,3.3,4,Bannerghatta Road,Quick Bites,"South Indian, Kerala, Biryani",400,Dine-out,Koramangala 7th Block
29503,No,No,3.4,5,BTM,Quick Bites,North Indian,100,Dine-out,Koramangala 7th Block
29504,Yes,No,3.7,14,BTM,Quick Bites,"Arabian, Afghan",400,Dine-out,Koramangala 7th Block
29505,No,No,2.9,84,BTM,Casual Dining,"North Indian, Biryani, Chinese",500,Dine-out,Koramangala 7th Block
29506,Yes,No,3.8,117,BTM,Casual Dining,"North Indian, Biryani, Chinese",600,Dine-out,Koramangala 7th Block
29507,Yes,No,3.5,323,Koramangala 1st Block,Quick Bites,"Lucknowi, Chinese",500,Dine-out,Koramangala 7th Block
29508,Yes,No,3.9,201,BTM,Quick Bites,Arabian,300,Dine-out,Koramangala 7th Block
29509,No,No,3.5,16,BTM,Quick Bites,"North Indian, Chinese",200,Dine-out,Koramangala 7th Block
29510,Yes,No,3.3,8,Koramangala 1st Block,Quick Bites,"South Indian, North Indian",250,Dine-out,Koramangala 7th Block
29511,Yes,No,3.4,29,BTM,Casual Dining,North Indian,750,Dine-out,Koramangala 7th Block
29512,Yes,No,3.6,42,BTM,Cafe,"Cafe, Continental, Fast Food",600,Dine-out,Koramangala 7th Block
29513,Yes,No,3.4,47,BTM,Quick Bites,"Street Food, Fast Food",200,Dine-out,Koramangala 7th Block
29514,Yes,No,3.7,67,BTM,Quick Bites,"South Indian, Chinese, North Indian",300,Dine-out,Koramangala 7th Block
29515,Yes,No,4.2,289,Bannerghatta Road,Quick Bites,"American, Burger, Fast Food",400,Dine-out,Koramangala 7th Block
29516,Yes,No,3.5,6,Jayanagar,Quick Bites,"North Indian, Biryani",400,Dine-out,Koramangala 7th Block
29517,No,No,3.3,4,BTM,Quick Bites,Kerala,150,Dine-out,Koramangala 7th Block
29518,Yes,No,3.5,16,BTM,Quick Bites,"Fast Food, North Indian",400,Dine-out,Koramangala 7th Block
29519,Yes,No,3.6,23,BTM,Quick Bites,"South Indian, Kerala, Chinese",350,Dine-out,Koramangala 7th Block
29520,No,No,4.1,357,BTM,Quick Bites,"Chinese, Thai, Asian",500,Dine-out,Koramangala 7th Block
29521,Yes,No,3.1,18,BTM,Casual Dining,"Kerala, Chinese, South Indian, North Indian",700,Dine-out,Koramangala 7th Block
29522,Yes,No,3.9,172,BTM,Quick Bites,"South Indian, Seafood, Biryani",300,Dine-out,Koramangala 7th Block
29523,No,No,3.7,127,BTM,Quick Bites,North Indian,200,Dine-out,Koramangala 7th Block
29524,No,No,3.4,16,BTM,Quick Bites,Fast Food,200,Dine-out,Koramangala 7th Block
29525,Yes,No,2.8,137,BTM,Quick Bites,"North Indian, Street Food",300,Dine-out,Koramangala 7th Block
29526,Yes,No,4.0,59,BTM,Quick Bites,"Biryani, North Indian",300,Dine-out,Koramangala 7th Block
29527,Yes,No,3.3,12,BTM,Quick Bites,Healthy Food,500,Dine-out,Koramangala 7th Block
29528,Yes,No,3.7,28,BTM,Quick Bites,"North Indian, Fast Food, Biryani, Chinese",500,Dine-out,Koramangala 7th Block
29529,Yes,No,4.0,197,BTM,Quick Bites,"Biryani, North Indian, Kebab",600,Dine-out,Koramangala 7th Block
29530,No,No,3.4,6,BTM,Quick Bites,North Indian,400,Dine-out,Koramangala 7th Block
29531,No,No,3.5,11,BTM,Quick Bites,"Biryani, Fast Food",300,Dine-out,Koramangala 7th Block
29532,Yes,No,2.7,74,BTM,Casual Dining,"Chinese, North Indian",600,Dine-out,Koramangala 7th Block
29533,Yes,No,3.1,140,BTM,Casual Dining,"North Indian, Biryani, Andhra, Chinese",600,Dine-out,Koramangala 7th Block
29534,Yes,No,3.9,156,Wilson Garden,Casual Dining,"North Indian, Chinese",450,Dine-out,Koramangala 7th Block
29535,Yes,No,3.9,100,Jayanagar,Quick Bites,South Indian,200,Dine-out,Koramangala 7th Block
29536,No,No,3.0,16,Wilson Garden,Quick Bites,"Street Food, Beverages",200,Dine-out,Koramangala 7th Block
29537,Yes,No,3.6,23,Koramangala 1st Block,Quick Bites,Chinese,300,Dine-out,Koramangala 7th Block
29538,Yes,No,3.3,7,HSR,Quick Bites,"North Indian, South Indian, Chinese",400,Dine-out,Koramangala 7th Block
29539,Yes,No,3.6,19,BTM,Quick Bites,"Kerala, Chinese, South Indian",350,Dine-out,Koramangala 7th Block
29540,Yes,No,3.8,38,Wilson Garden,Quick Bites,North Indian,250,Dine-out,Koramangala 7th Block
29541,Yes,No,3.6,22,Wilson Garden,Quick Bites,North Indian,350,Dine-out,Koramangala 7th Block
29542,Yes,No,3.4,24,BTM,Quick Bites,"North Indian, Chinese",500,Dine-out,Koramangala 7th Block
29543,Yes,No,3.6,34,BTM,Casual Dining,"South Indian, Chinese",300,Dine-out,Koramangala 7th Block
29544,No,No,2.9,25,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Koramangala 7th Block
29545,Yes,No,3.8,62,BTM,Quick Bites,"Fast Food, Juices",300,Dine-out,Koramangala 7th Block
29546,Yes,No,3.7,27,BTM,Quick Bites,"Kerala, South Indian",400,Dine-out,Koramangala 7th Block
29547,Yes,No,3.6,42,BTM,Quick Bites,Fast Food,400,Dine-out,Koramangala 7th Block
29548,No,No,3.4,4,BTM,Quick Bites,South Indian,150,Dine-out,Koramangala 7th Block
29549,Yes,No,3.3,334,BTM,Quick Bites,"Biryani, North Indian",400,Dine-out,Koramangala 7th Block
29550,Yes,No,3.5,85,BTM,Quick Bites,"North Indian, Fast Food, Kebab, Rolls, Beverages",300,Dine-out,Koramangala 7th Block
29551,No,No,3.5,18,BTM,Casual Dining,"Arabian, Chinese, North Indian, Kerala, Seafood",550,Dine-out,Koramangala 7th Block
29552,No,No,3.8,87,BTM,Quick Bites,"Fast Food, Beverages",250,Dine-out,Koramangala 7th Block
29553,No,No,3.2,6,Jayanagar,Quick Bites,South Indian,400,Dine-out,Koramangala 7th Block
29554,Yes,No,2.6,33,BTM,Casual Dining,"North Indian, Fast Food, Chinese, Beverages",500,Dine-out,Koramangala 7th Block
